province_territory,municipality,source_class,canbics_class,street_view_url
ns,halifax,helpconn,shared_roadway,"https://www.google.com/maps/place/6680+Third+St,+Halifax,+NS+B3L+1G4/@44.6445247,-63.6080929,3a,75y,64.51h,74.67t/data=!3m7!1e1!3m5!1s9rBkBplEmRJKYV_sKUp7rg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D9rBkBplEmRJKYV_sKUp7rg%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D160.1482%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x4b5a218f7caf5f7d:0xf28b08a062b11444!2s6680+Third+St,+Halifax,+NS+B3L+1G4!3b1!8m2!3d44.6443466!4d-63.6080028!16s%2Fg%2F11c2fcxyjd!3m5!1s0x4b5a218f7caf5f7d:0xf28b08a062b11444!8m2!3d44.6443466!4d-63.6080028!16s%2Fg%2F11c2fcxyjd?entry=ttu"
on,hamilton,medium auto volume suggested route,not_classified,"https://www.google.com/maps/place/338+First+Rd+E,+Hamilton,+ON+L8J+2X9/@43.1913767,-79.7575129,3a,75y,223.54h,77.3t/data=!3m7!1e1!3m5!1sbxXIffVPe0a72Oc2JhT1zA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DbxXIffVPe0a72Oc2JhT1zA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D114.83181%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882c9816b79cb881:0xc6b533c5099d4c3b!2s338+First+Rd+E,+Hamilton,+ON+L8J+2X9!3b1!8m2!3d43.19112!4d-79.75677!16s%2Fg%2F11f6dr2zz9!3m5!1s0x882c9816b79cb881:0xc6b533c5099d4c3b!8m2!3d43.19112!4d-79.75677!16s%2Fg%2F11f6dr2zz9?entry=ttu"
on,hamilton,high auto volume signed bike route,not_classified,
on,hamilton,high auto volume suggested route,not_classified,
on,hamilton,low auto volume suggested route,not_classified,
on,hamilton,nan,not_classified,
on,hamilton,bicycle path,bike_path,"https://www.google.com/maps/@43.258837,-79.9762162,3a,75y,261.13h,85.08t/data=!3m7!1e1!3m5!1sqAK5cxmaHMBMxgWvTgJi-Q!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DqAK5cxmaHMBMxgWvTgJi-Q%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D358.6902%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,hamilton,paved shoulder,major_shared_roadway,"https://www.google.com/maps/place/839+Brock+Rd,+Hamilton,+ON+L9H+5E4/@43.3240522,-80.0162217,3a,75y,164.03h,83.48t/data=!3m7!1e1!3m5!1sC4VPEMu5dcHxSMQ53cDshg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DC4VPEMu5dcHxSMQ53cDshg%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D253.55626%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882c8185a5b496ab:0x1dee2c4b7261b112!2s839+Brock+Rd,+Hamilton,+ON+L9H+5E4!3b1!8m2!3d43.3239471!4d-80.0167023!16s%2Fg%2F11c4mqtcjh!3m5!1s0x882c8185a5b496ab:0x1dee2c4b7261b112!8m2!3d43.3239471!4d-80.0167023!16s%2Fg%2F11c4mqtcjh?entry=ttu"
on,hamilton,paved multi-use recreational trail,multi_use_path,"https://www.google.com/maps/@43.2265274,-79.9203968,3a,75y,325.9h,88.84t/data=!3m7!1e1!3m5!1syM-1hIL0O17vuvn4nj7H0A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DyM-1hIL0O17vuvn4nj7H0A%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D18.045668%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu"
on,hamilton,bicycle lane,painted_bike_lane,"https://www.google.com/maps/place/53+Dundurn+St+N,+Hamilton,+ON+L8R+3E2/@43.2639579,-79.8872003,3a,75y,16.75h,90t/data=!3m7!1e1!3m5!1syZ7-j7IWVIUYcZl6pi9Lag!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DyZ7-j7IWVIUYcZl6pi9Lag%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D16.748156%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m13!1m7!3m6!1s0x882c9b62e0a74eb7:0xf636713e147153b2!2s53+Dundurn+St+N,+Hamilton,+ON+L8R+3E2!3b1!8m2!3d43.263984!4d-79.887157!3m4!1s0x882c9b62e0a74eb7:0xf636713e147153b2!8m2!3d43.263984!4d-79.887157?entry=ttu"
on,hamilton,signed bike route,shared_roadway,"https://www.google.com/maps/place/797+Limeridge+Rd+E,+Hamilton,+ON+L8W+1A4/@43.2111178,-79.8497568,3a,75y,271.58h,76.6t/data=!3m7!1e1!3m5!1stkeyDune5ZDhRp8vzjYXtw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DtkeyDune5ZDhRp8vzjYXtw%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D33.526337%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882c9a38def24e53:0x80056a22413fd431!2s797+Limeridge+Rd+E,+Hamilton,+ON+L8W+1A4!3b1!8m2!3d43.2112956!4d-79.8495656!16s%2Fg%2F11c4ycxg4n!3m5!1s0x882c9a38def24e53:0x80056a22413fd431!8m2!3d43.2112956!4d-79.8495656!16s%2Fg%2F11c4ycxg4n?entry=ttu"
on,hamilton,none,not_classified,
bc,kamloops,multi use,multi_use_path,"https://www.google.com/maps/@50.6831557,-120.3485978,3a,33.4y,184.52h,81.44t/data=!3m6!1e1!3m4!1s9t0NsuVwQu2M-Bs2WHoFXA!2e0!7i16384!8i8192?entry=ttu"
bc,kamloops,bike lane,painted_bike_lane,"https://www.google.com/maps/@50.6975312,-120.3705483,3a,75y,318.37h,77.35t/data=!3m6!1e1!3m4!1sOJVwrY6LPyHpBZ10k5PdmA!2e0!7i16384!8i8192?entry=ttu"
bc,kamloops,marked wide curb lane,shared_roadway,"https://www.google.com/maps/@50.6740794,-120.3298033,3a,75y,283.85h,89.33t/data=!3m6!1e1!3m4!1s6N-NzQ2SFhuUVarzh4R-Sw!2e0!7i16384!8i8192?entry=ttu"
bc,kamloops,signed route,shared_roadway,"https://www.google.com/maps/@50.6875833,-120.3624166,3a,75y,130.19h,81.99t/data=!3m6!1e1!3m4!1sEa46GYoN-TD7FS5Z_X6Nfw!2e0!7i16384!8i8192?entry=ttu"
bc,kamloops,pedestrian shoulder,shared_roadway,"https://www.google.com/maps/@50.7020821,-120.4287869,3a,75y,300.24h,74.57t/data=!3m6!1e1!3m4!1sCWd1i_txTjtGO5U_ZMUf3Q!2e0!7i16384!8i8192?entry=ttu"
bc,kamloops,trail,not_classified,
bc,kelowna,cycle track,cycle_track,"https://www.google.ca/maps/@49.8798339,-119.4892804,3a,75y,322.4h,75.4t/data=!3m6!1e1!3m4!1sMWb6TeNgu6lOVJbBXMT8Wg!2e0!7i16384!8i8192?entry=ttu"
bc,kelowna,"shared-use pathway, unpaved",gravel_trail,"https://www.google.ca/maps/@49.8870807,-119.430922,3a,69.3y,347.33h,89.07t/data=!3m7!1e1!3m5!1sMjYpQg-GiiF9lBQh6fXf8A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DMjYpQg-GiiF9lBQh6fXf8A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D28.943771%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
bc,kelowna,"shared-use pathway, paved",multi_use_path,"https://www.google.ca/maps/@49.8917489,-119.4943869,3a,75y,301.86h,75.23t/data=!3m6!1e1!3m4!1seqoy6KYibkPAF-yIGy3AFA!2e0!7i16384!8i8192?entry=ttu"
bc,kelowna,bike lane,painted_bike_lane,"https://www.google.ca/maps/@49.8868488,-119.4312536,3a,75y,231.7h,85.6t/data=!3m6!1e1!3m4!1sO236h-lT0dCQlLPv0tbgHA!2e0!7i16384!8i8192?entry=ttu"
bc,kelowna,sidewalk,not_classified,
on,kingston,paved shoulder,major_shared_roadway,"https://www.google.com/maps/@44.3168767,-76.6107937,3a,75y,81.15h,73.51t/data=!3m7!1e1!3m5!1s2RCSrOfL0eXBdvOQF54V-A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2RCSrOfL0eXBdvOQF54V-A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D356.81003%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kingston,bike lane,painted_bike_lane,"https://www.google.com/maps/@44.2185213,-76.5668656,3a,75y,259.16h,72.62t/data=!3m6!1e1!3m4!1sEovda1lNy7DdsdESZ53VbQ!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kingston,buffered bike lane + flex bollards,painted_bike_lane,"https://www.google.com/maps/@44.2324492,-76.4944469,3a,75y,103.2h,72.9t/data=!3m7!1e1!3m5!1sKf_TKNlnaxPDgA7fmgO8rw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DKf_TKNlnaxPDgA7fmgO8rw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D31.38914%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kingston,buffered bike lane,painted_bike_lane,"https://www.google.com/maps/@44.2340849,-76.4946449,3a,76.5y,346.26h,80.19t/data=!3m6!1e1!3m4!1sNRH6rVsHVbk1140sqtdsMQ!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kingston,route,shared_roadway,"https://www.google.com/maps/@44.2214375,-76.5237427,3a,75y,94.04h,78.53t/data=!3m6!1e1!3m4!1sWx7riPmc1gRqeywA4MKt9Q!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kingston,route - signed + sharrows,shared_roadway,"https://www.google.com/maps/@44.2317937,-76.4902297,3a,75y,79.41h,66.06t/data=!3m6!1e1!3m4!1sHzCSGmsrMGU4zU4MJVyTkA!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kingston,shared lane - sharrows,shared_roadway,
on,kingston,multi-use path,multi_use_path,
on,kingston,off-road trail,gravel_trail,
on,kitchener,signed route,local_street_bikeway,"https://www.google.ca/maps/@43.4437518,-80.4866301,3a,75y,206.67h,60.92t/data=!3m7!1e1!3m5!1s72W7wRB8QZ4yst-vEW6nPA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D72W7wRB8QZ4yst-vEW6nPA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D110.036934%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?coh=205409&entry=ttu"
on,kitchener,crossbike,not_classified,"https://www.google.com/maps/@43.4172094,-80.4757091,3a,47.5y,164.61h,76.47t/data=!3m7!1e1!3m5!1sIJBl_A6S6jgECU3Gr2Z61A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DIJBl_A6S6jgECU3Gr2Z61A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D75.75433%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,cycle track,cycle_track,"https://www.google.com/maps/@43.4308012,-80.4967245,3a,37.7y,55.03h,81.8t/data=!3m7!1e1!3m5!1s5CUEItHet6a7dXuwY2IZaQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D5CUEItHet6a7dXuwY2IZaQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D63.429462%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,neighbourhood bikeway,local_street_bikeway,"https://www.google.com/maps/@43.4478764,-80.4931568,3a,75y,224.66h,74.54t/data=!3m7!1e1!3m5!1s7rWjT2BSSi9fMktmq0fjxA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D7rWjT2BSSi9fMktmq0fjxA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D219.1354%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,paved shoulder,major_shared_roadway,"https://www.google.com/maps/@43.4225509,-80.5547383,3a,75y,264.83h,83.09t/data=!3m6!1e1!3m4!1s2qAARtWDRc1WNbJ4t6vjcA!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,transition to bmut,painted_bike_lane,"https://www.google.com/maps/@43.4165993,-80.4785348,3a,75y,279.61h,87.35t/data=!3m6!1e1!3m4!1seBAmdCvqnkK02AMkhfeYxQ!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,bicycle lane (separated),painted_bike_lane,"https://www.google.com/maps/@43.4348401,-80.5066914,3a,75y,229.53h,83.82t/data=!3m7!1e1!3m5!1sQERpOx9E0vV_-IK_u9JPxw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DQERpOx9E0vV_-IK_u9JPxw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D305.45816%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,bicycle lane,painted_bike_lane,"https://www.google.com/maps/@43.4361637,-80.4916274,3a,75y,259.51h,71.18t/data=!3m6!1e1!3m4!1s3D-fxJo61xY0VM2D7CqcPg!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,bicycle lane (contraflow),painted_bike_lane,"https://www.google.com/maps/@43.4476819,-80.4808878,3a,75y,307.4h,78.6t/data=!3m6!1e1!3m4!1s8B_iDqW-aiRcmDtCpUQGRA!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener,marked shared-use,shared_roadway,"https://www.google.com/maps/@43.4490264,-80.4928121,3a,75y,297.95h,73.82t/data=!3m6!1e1!3m4!1sZjsYRDU458FufznzUtdUdA!2e0!7i16384!8i8192!5m1!1e3?entry=ttu"
on,kitchener_mup,none,multi_use_path,"https://www.google.com/maps/@43.4478305,-80.495563,3a,75y,346.78h,83.37t/data=!3m8!1e1!3m6!1sAF1QipO2Yelx3mdt3UcuBPy-bCDGtrP7OrzJ13lGJXh3!2e10!3e11!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO2Yelx3mdt3UcuBPy-bCDGtrP7OrzJ13lGJXh3%3Dw203-h100-k-no-pi0-ya338.96085-ro-0-fo100!7i6324!8i3162?entry=ttu"
bc,langley,off-street (paved),cycle_track,"https://www.google.com/maps/@49.0961527,-122.6599417,3a,75y,215.03h,83.97t/data=!3m6!1e1!3m4!1sLk-BIpnMjRsnhc_T76R7Rw!2e0!7i16384!8i8192?entry=ttu"
bc,langley,off-street (unpaved),gravel_trail,"https://www.google.com/maps/@49.087651,-122.668664,3a,47.6y,108.7h,92.09t/data=!3m7!1e1!3m5!1sHdLSBoLXFWEFT2aMdU_Mgw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DHdLSBoLXFWEFT2aMdU_Mgw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D127.37949%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
bc,langley,neighbourhood bikeway,local_street_bikeway,"https://www.google.com/maps/@49.1015854,-122.6643879,3a,75y,4.31h,81.21t/data=!3m6!1e1!3m4!1syROh7tLFbCjAh8-QstgV0w!2e0!7i16384!8i8192?entry=ttu"
bc,langley,bicycle lane,painted_bike_lane,"https://www.google.ca/maps/@49.0984718,-122.6663267,3a,75y,295.22h,81.25t/data=!3m7!1e1!3m5!1satnYn7N74ArrXg5atOfXjA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DatnYn7N74ArrXg5atOfXjA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D346.39175%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
bc,langley,shared street lane,not_classified,"https://www.google.com/maps/@49.1053095,-122.6591924,3a,75y,140.28h,83.99t/data=!3m6!1e1!3m4!1s5UnvM6Y2T62itZaxKGAZww!2e0!7i16384!8i8192?entry=ttu"
bc,langley,wide curb,not_classified,"https://www.google.com/maps/place/Stop+N+Shop+Convenience+Store/@49.1047703,-122.6766955,3a,75y,194.55h,70.92t/data=!3m6!1e1!3m4!1sYTpRX8rsiJ2-yc8G6-nyVQ!2e0!7i16384!8i8192!4m15!1m8!3m7!1s0x5485cfccc76506e7:0x52d0b66a8f1a6ca9!2sLangley,+BC!3b1!8m2!3d49.1041779!4d-122.6603519!16zL20vMDRfejN4!3m5!1s0x5485cfd3d3bc0a47:0xaf81a20d6d28921b!8m2!3d49.1044832!4d-122.663996!16s%2Fg%2F11b5wmyww3?entry=ttu"
qc,laval,bande cyclable,painted_bike_lane,"https://www.google.com/maps/@45.5761213,-73.7133634,3a,75y,251.11h,63.3t/data=!3m6!1e1!3m4!1s04ElFQskdW2jAvLJ2zFucQ!2e0!7i16384!8i8192?entry=ttu"
qc,laval,chaussée désignée,shared_roadway,"https://www.google.com/maps/@45.5562297,-73.7355507,3a,75y,206.49h,71.77t/data=!3m7!1e1!3m5!1sgXs8kTwJoYcQViq-2mJhoQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DgXs8kTwJoYcQViq-2mJhoQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D343.4493%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
qc,laval,piste polyvalente cyclable - piétonnière,multi_use_path,"https://www.google.com/maps/@45.55553,-73.6946258,3a,75y,138.26h,94.94t/data=!3m9!1e1!3m7!1sVNqWLb70MS02LILd6TVDxw!2e0!7i16384!8i8192!9m2!1b1!2i39?entry=ttu"
qc,laval,piste cyclable,cycle_track,"https://www.google.com/maps/@45.5807094,-73.8579245,3a,75y,246.69h,81.17t/data=!3m7!1e1!3m5!1sSBcJTC9z-mAeRT5LIGgf8A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DSBcJTC9z-mAeRT5LIGgf8A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D307.56448%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
qc,laval,bande polyvalente cyclable - piétonnière,multi_use_path,
qc,laval,piste piétonnière,not_classified,
qc,laval,bande piétonnière,not_classified,
qc,laval,accotement asphalté,shared_roadway,
qc,levis,1,major_shared_roadway,
qc,levis,7,multi_use_path,"https://www.google.ca/maps/@46.7795894,-71.2031826,3a,75y,195.11h,80.31t/data=!3m6!1e1!3m4!1skNcZKVWzIL-QfKHkZHOd5Q!2e0!7i13312!8i6656?coh=205409&entry=ttu"
qc,levis,5,bike_path,"https://www.google.com/maps/@46.8051502,-71.1616122,3a,75y,192.31h,77.1t/data=!3m6!1e1!3m4!1suMghzWVMsgFewLuvDE82Zw!2e0!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
qc,levis,2,major_shared_roadway,"https://www.google.com/maps/@46.7305096,-71.3029079,3a,75y,53.04h,84.7t/data=!3m6!1e1!3m4!1sUIX3DD6yB2AwpyG--_8WWA!2e0!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
qc,levis,3,painted_bike_lane,"https://www.google.com/maps/@46.814747,-71.1748931,3a,90y,184.07h,74.21t/data=!3m7!1e1!3m5!1sTrsK1c-ojYLoUuVyIh0q_g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DTrsK1c-ojYLoUuVyIh0q_g%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D11.481307%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
on,london,nan,not_classified,
on,london,path adjacent to street,cycle_track,"https://www.google.com/maps/@43.0247959,-81.2886596,3a,75y,95.05h,64.28t/data=!3m6!1e1!3m4!1sN9B7vpcBvstJAmT8uZZg4w!2e0!7i16384!8i8192?entry=ttu"
on,london,bike road route - signed,major_shared_roadway,"https://www.google.com/maps/@42.9706772,-81.2784328,3a,75y,275.7h,84.3t/data=!3m6!1e1!3m4!1s4g1TuQVlKkq0HtYJ_lWkyA!2e0!7i16384!8i8192?entry=ttu"
on,london,sharrows,major_shared_roadway,"https://www.google.com/maps/place/1680+Trafalgar+St,+London,+ON+N5W+1X3/@42.9893154,-81.1810414,3a,75y,248.69h,84.57t/data=!3m7!1e1!3m5!1sWHAH1dCWqgoXOIt_WayXgQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DWHAH1dCWqgoXOIt_WayXgQ%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D334.51508%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882eed5f5896aab5:0xc787ed75cd97b79f!2s1680+Trafalgar+St,+London,+ON+N5W+1X3!3b1!8m2!3d42.989537!4d-81.1811877!16s%2Fg%2F11c1d1z9h3!3m5!1s0x882eed5f5896aab5:0xc787ed75cd97b79f!8m2!3d42.989537!4d-81.1811877!16s%2Fg%2F11c1d1z9h3?entry=ttu"
on,london,bike lane,painted_bike_lane,"https://www.google.com/maps/@42.9811906,-81.3230814,3a,75y,335.93h,78.25t/data=!3m7!1e1!3m5!1sZhP7lzv1ksR905yMy4_OjA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DZhP7lzv1ksR905yMy4_OjA%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D160.32451%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
on,london,buffered bike lane,painted_bike_lane,"https://www.google.com/maps/place/38+Adelaide+St+S,+London,+ON+N5Z+3K2/@42.9725237,-81.224467,3a,75y,320.82h,80.12t/data=!3m7!1e1!3m5!1s13znwIsC3YMyHq9EOFkQ7A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D13znwIsC3YMyHq9EOFkQ7A%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D93.92578%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882ef2421e425f93:0x21f44d4ba61f4a59!2s38+Adelaide+St+S,+London,+ON+N5Z+3K2!3b1!8m2!3d42.9724982!4d-81.2242443!16s%2Fg%2F11c1kykx2r!3m5!1s0x882ef2421e425f93:0x21f44d4ba61f4a59!8m2!3d42.9724982!4d-81.2242443!16s%2Fg%2F11c1kykx2r?entry=ttu"
on,london,bike lane & shared parking,painted_bike_lane,"https://www.google.com/maps/place/398+Ferndale+Ave,+London,+ON+N6C+2Y8/@42.9472505,-81.2453601,3a,75y,291.96h,82.29t/data=!3m7!1e1!3m5!1sM1qiBsCa1V0MMmhV24EQ1A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DM1qiBsCa1V0MMmhV24EQ1A%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D9.561711%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m15!1m8!3m7!1s0x882ef3d0c0cf8541:0x376d69ce3d91369!2s398+Ferndale+Ave,+London,+ON+N6C+2Y8!3b1!8m2!3d42.9474726!4d-81.2453007!16s%2Fg%2F11c281vjzs!3m5!1s0x882ef3d0c0cf8541:0x376d69ce3d91369!8m2!3d42.9474726!4d-81.2453007!16s%2Fg%2F11c281vjzs?entry=ttu"
on,london,bike road route - unsigned,shared_roadway,
qc,longueuil,piste cyclable (unidirectionnelle),cycle_track,"https://www.google.com/maps/@45.5205481,-73.5186649,3a,75y,165.01h,69.53t/data=!3m6!1e1!3m4!1s7W00FZeNXY-Pt4IqST7_yw!2e0!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
qc,longueuil,accotement revêtu,major_shared_roadway,"https://www.google.com/maps/@45.480588,-73.3560476,3a,75y,203.97h,66.87t/data=!3m7!1e1!3m5!1sFu9H8kWqhHjQWuqjm-XsFQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFu9H8kWqhHjQWuqjm-XsFQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D359.79156%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
qc,longueuil,sentier polyvalent,multi_use_path,"https://www.google.com/maps/@45.5197655,-73.5077018,3a,75y,299.06h,71.76t/data=!3m7!1e1!3m5!1srVq7DhFMAZlHnZg6CkT4WQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DrVq7DhFMAZlHnZg6CkT4WQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D130.19176%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
qc,longueuil,piste cyclable (bidirectionnelle),cycle_track,"https://www.google.com/maps/@45.551431,-73.4373742,3a,75y,154.48h,71.35t/data=!3m7!1e1!3m5!1sj-WxhkCKbYpdPy-igEqevg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dj-WxhkCKbYpdPy-igEqevg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D0.8865864%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu"
qc,longueuil,bande cyclable (bidirectionnelle),painted_bike_lane,"https://www.google.com/maps/@45.5271727,-73.4868,3a,75y,46.34h,87.17t/data=!3m6!1e1!3m4!1svHdxCpd3bQUnuHkZUVuwGg!2e0!7i16384!8i8192!5m2!1e3!1e4?entry=ttu"
